"word","file_4_count","file_5_count","file_6_count","word_length","total_count","word_ID"
"alongside",601,36,32,9,669,"81"
"elections",508,83,78,9,669,"82"
"highlight",539,38,93,9,670,"83"
"permanent",548,53,69,9,670,"84"
"Democrats",422,197,56,9,675,"85"
"shoulders",584,26,67,9,677,"86"
"encounter",612,23,43,9,678,"87"
"overnight",546,49,85,9,680,"88"
"publisher",628,16,42,9,686,"89"
"volunteer",409,77,200,9,686,"90"
"daughters",548,56,86,9,690,"91"
"exhausted",525,15,154,9,694,"92"
"responded",535,82,79,9,696,"93"
"breathing",563,31,104,9,698,"94"
"expressed",617,62,20,9,699,"95"
"Obviously",580,19,102,9,701,"96"
"Institute",530,95,80,9,705,"97"
"enjoyable",597,17,94,9,708,"98"
"Milwaukee",95,28,586,9,709,"99"
"Baltimore",152,170,391,9,713,"100"
"introduce",585,22,110,9,717,"101"
"professor",507,109,104,9,720,"102"
"sacrifice",602,36,82,9,720,"103"
"positions",552,75,97,9,724,"104"
"Wisconsin",330,56,338,9,724,"105"
"elsewhere",617,52,57,9,726,"106"
"supported",566,53,109,9,728,"107"
"Education",461,99,169,9,729,"108"
"Elizabeth",585,46,100,9,731,"109"
"practical",678,17,36,9,731,"110"
"committee",414,203,121,9,738,"111"
"desperate",634,20,89,9,743,"112"
"seemingly",706,25,18,9,749,"113"
"confirmed",560,62,135,9,757,"114"
"destroyed",649,27,82,9,758,"115"
"lifestyle",670,23,73,9,766,"116"
"technical",626,36,113,9,775,"117"
"documents",583,132,61,9,776,"118"
"practices",615,73,105,9,793,"119"
"narrative",727,24,50,9,801,"120"
"landscape",710,57,42,9,809,"121"
"technique",730,30,49,9,809,"122"
"preparing",632,49,129,9,810,"123"
"immediate",682,62,69,9,813,"124"
"exception",713,35,66,9,814,"125"
"returning",644,64,117,9,825,"126"
"inspiring",524,16,286,9,826,"127"
"performed",674,82,85,9,841,"128"
"discussed",746,36,61,9,843,"129"
"receiving",690,62,91,9,843,"130"
"executive",516,282,47,9,845,"131"
"pregnancy",788,18,39,9,845,"132"
"candidate",527,172,154,9,853,"133"
"Community",500,122,241,9,863,"134"
"classroom",691,51,123,9,865,"135"
"confident",707,58,105,9,870,"136"
"Halloween",567,14,289,9,870,"137"
"determine",707,85,81,9,873,"138"
"typically",727,92,60,9,879,"139"
"traveling",647,54,179,9,880,"140"
"awareness",718,40,139,9,897,"141"
"attending",613,40,247,9,900,"142"
"represent",713,63,125,9,901,"143"
"emergency",694,112,98,9,904,"144"
"neighbors",629,61,235,9,925,"145"
"organized",786,47,97,9,930,"146"
"agreement",707,140,86,9,933,"147"
"naturally",824,19,90,9,933,"148"
"furniture",742,46,147,9,935,"149"
"Meanwhile",822,81,41,9,944,"150"
"screaming",718,19,211,9,948,"151"
"Australia",828,17,104,9,949,"152"
"sentiment",900,15,52,9,967,"153"
"favorites",683,33,253,9,969,"154"
"delivered",768,61,141,9,970,"155"
"depending",830,57,84,9,971,"156"
"featuring",693,59,224,9,976,"157"
"searching",771,42,164,9,977,"158"
"Challenge",840,13,129,9,982,"159"
"Cleveland",242,444,297,9,983,"160"
"corporate",763,90,133,9,986,"161"
"materials",842,60,92,9,994,"162"
"dedicated",798,43,157,9,998,"163"
"Hollywood",616,77,310,9,1003,"164"
"expecting",789,33,185,9,1007,"165"
"finishing",725,46,239,9,1010,"166"
"equipment",830,93,90,9,1013,"167"
"scheduled",652,185,184,9,1021,"168"
"Francisco",577,231,219,9,1027,"169"
"residents",646,287,97,9,1030,"170"
"convinced",860,37,145,9,1042,"171"
"regularly",894,53,96,9,1043,"172"
"authority",910,87,51,9,1048,"173"
"standards",809,94,148,9,1051,"174"
"essential",915,40,108,9,1063,"175"
"impressed",756,43,267,9,1066,"176"
"tradition",927,53,86,9,1066,"177"
"providing",901,83,100,9,1084,"178"
"buildings",924,102,64,9,1090,"179"
"recording",751,46,294,9,1091,"180"
"increased",881,150,65,9,1096,"181"
"hilarious",547,10,554,9,1111,"182"
"newspaper",941,92,80,9,1113,"183"
"carefully",1033,30,51,9,1114,"184"
"structure",1009,56,68,9,1133,"185"
"existence",1051,22,74,9,1147,"186"
"connected",893,51,209,9,1153,"187"
"reference",888,28,239,9,1155,"188"
"recognize",952,43,162,9,1157,"189"
"purchased",1023,53,93,9,1169,"190"
"selection",924,85,160,9,1169,"191"
"suffering",1033,57,96,9,1186,"192"
"encourage",1004,70,118,9,1192,"193"
"committed",957,127,127,9,1211,"194"
"forgotten",1049,8,170,9,1227,"195"
"explained",1146,70,43,9,1259,"196"
"regarding",1065,50,151,9,1266,"197"
"presented",1078,86,103,9,1267,"198"
"condition",1088,102,80,9,1270,"199"
"adventure",1064,20,193,9,1277,"200"
"remaining",1134,115,68,9,1317,"201"
"completed",1104,93,122,9,1319,"202"
"Something",936,11,376,9,1323,"203"
"boyfriend",759,28,537,9,1324,"204"
"happiness",902,14,409,9,1325,"205"
"dangerous",1068,77,191,9,1336,"206"
"employees",889,269,179,9,1337,"207"
"childhood",1171,49,137,9,1357,"208"
"brilliant",1083,21,254,9,1358,"209"
"suggested",1193,91,77,9,1361,"210"
"influence",1176,53,134,9,1363,"211"
"advantage",1057,111,223,9,1391,"212"
"interests",1254,60,82,9,1396,"213"
"Hopefully",723,13,673,9,1409,"214"
"developed",1293,86,78,9,1457,"215"
"insurance",1096,185,189,9,1470,"216"
"treatment",1244,128,103,9,1475,"217"
"effective",1212,84,211,9,1507,"218"
"described",1354,114,61,9,1529,"219"
"resources",1257,102,187,9,1546,"220"
"officials",837,644,85,9,1566,"221"
"spiritual",1476,8,87,9,1571,"222"
"thousands",1367,150,103,9,1620,"223"
"September",1313,111,207,9,1631,"224"
"continues",1285,108,251,9,1644,"225"
"everybody",815,84,746,9,1645,"226"
"apartment",1271,94,284,9,1649,"227"
"religious",1486,78,96,9,1660,"228"
"expensive",1343,87,246,9,1676,"229"
"announced",1143,246,291,9,1680,"230"
"decisions",1278,123,284,9,1685,"231"
"customers",1114,218,378,9,1710,"232"
"emotional",1444,69,201,9,1714,"233"
"concerned",1456,120,172,9,1748,"234"
"According",1479,155,169,9,1803,"235"
"recommend",1416,29,372,9,1817,"236"
"marketing",1198,89,534,9,1821,"237"
"otherwise",1555,58,214,9,1827,"238"
"generally",1656,63,116,9,1835,"239"
"perfectly",1639,35,167,9,1841,"240"
"therefore",1714,20,110,9,1844,"241"
"Americans",1371,187,300,9,1858,"242"
"basically",1559,45,272,9,1876,"243"
"president",1105,566,217,9,1888,"244"
"wondering",1381,35,509,9,1925,"245"
"statement",1495,311,233,9,2039,"246"
"financial",1600,307,157,9,2064,"247"
"direction",1634,94,349,9,2077,"248"
"obviously",1664,50,373,9,2087,"249"
"celebrate",1357,52,695,9,2104,"250"
"continued",1857,144,114,9,2115,"251"
"hopefully",1455,26,639,9,2120,"252"
"literally",1635,31,465,9,2131,"253"
"countries",1913,98,121,9,2132,"254"
"excellent",1602,64,488,9,2154,"255"
"extremely",1893,62,223,9,2178,"256"
"happening",1669,53,568,9,2290,"257"
"breakfast",1484,42,790,9,2316,"258"
"surprised",1818,65,477,9,2360,"259"
"necessary",2033,115,240,9,2388,"260"
"Christian",2081,85,224,9,2390,"261"
"interview",1383,178,864,9,2425,"262"
"fantastic",1663,27,782,9,2472,"263"
"potential",1947,217,344,9,2508,"264"
"published",2331,88,107,9,2526,"265"
"somewhere",2037,56,441,9,2534,"266"
"companies",1870,402,291,9,2563,"267"
"delicious",1875,32,657,9,2564,"268"
"knowledge",2234,55,334,9,2623,"269"
"currently",2120,124,422,9,2666,"270"
"ourselves",2360,67,280,9,2707,"271"
"education",2022,232,477,9,2731,"272"
"mentioned",2440,53,269,9,2762,"273"
"President",2068,299,471,9,2838,"274"
"listening",1528,36,1278,9,2842,"275"
"Wednesday",1679,431,867,9,2977,"276"
"seriously",1893,64,1116,9,3073,"277"
"followers",826,14,2307,9,3147,"278"
"Sometimes",2225,46,889,9,3160,"279"
"according",2371,698,232,9,3301,"280"
"afternoon",2271,177,918,9,3366,"281"
"situation",2906,172,360,9,3438,"282"
"chocolate",2759,62,651,9,3472,"283"
"beginning",3202,139,438,9,3779,"284"
"certainly",3411,135,291,9,3837,"285"
"political",3276,350,283,9,3909,"286"
"difficult",3692,203,361,9,4256,"287"
"attention",3554,209,566,9,4329,"288"
"questions",3646,227,897,9,4770,"289"
"yesterday",2956,73,1912,9,4941,"290"
"character",4484,130,404,9,5018,"291"
"challenge",4565,159,354,9,5078,"292"
"community",3843,429,812,9,5084,"293"
"available",4227,301,1001,9,5529,"294"
"Christmas",4751,98,1190,9,6039,"295"
"sometimes",5060,180,1069,9,6309,"296"
"including",5359,895,468,9,6722,"297"
"wonderful",5175,67,1496,9,6738,"298"
"following",3982,193,3124,9,7299,"299"
"important",6904,360,1125,9,8389,"300"
"beautiful",6179,93,2983,9,9255,"301"
"different",12584,456,1539,9,14579,"302"
"something",22214,643,5254,9,28111,"303"
"matching",413,23,65,8,501,"304"
"cinnamon",419,10,73,8,502,"305"
"cultures",468,16,18,8,502,"306"
"division",346,80,77,8,503,"307"
"stressed",374,15,114,8,503,"308"
"regional",360,94,50,8,504,"309"
"chatting",356,12,138,8,506,"310"
"speakers",335,13,160,8,508,"311"
"symptoms",438,34,36,8,508,"312"
"upstairs",411,10,87,8,508,"313"
"deserved",280,15,215,8,510,"314"
"branches",462,25,24,8,511,"315"
"kindness",391,6,114,8,511,"316"
"Recently",476,9,32,8,517,"317"
"rejected",434,41,45,8,520,"318"
"charming",459,14,53,8,526,"319"
"requests",368,51,107,8,526,"320"
"touching",436,15,75,8,526,"321"
"Mountain",343,83,101,8,527,"322"
"treasure",465,12,51,8,528,"323"
"Jennifer",343,45,141,8,529,"324"
"releases",432,15,83,8,530,"325"
"repeated",472,40,18,8,530,"326"
"minister",483,24,24,8,531,"327"
"machines",433,28,73,8,534,"328"
"captured",484,26,27,8,537,"329"
"sections",503,11,26,8,540,"330"
"scenario",480,19,43,8,542,"331"
"mentally",444,23,77,8,544,"332"
"wherever",452,14,80,8,546,"333"
"relative",470,29,50,8,549,"334"
"churches",486,29,36,8,551,"335"
"approval",398,80,77,8,555,"336"
"Scotland",498,7,50,8,555,"337"
"vehicles",409,94,53,8,556,"338"
"interior",479,48,34,8,561,"339"
"producer",410,40,111,8,561,"340"
"Michelle",375,37,152,8,564,"341"
"Northern",461,49,57,8,567,"342"
"pointing",468,23,76,8,567,"343"
"exposure",471,38,60,8,569,"344"
"artistic",498,33,40,8,571,"345"
"concrete",494,34,43,8,571,"346"
"historic",427,80,64,8,571,"347"
"ministry",521,17,37,8,575,"348"
"Children",437,30,109,8,576,"349"
"cocktail",400,32,144,8,576,"350"
"priority",437,54,85,8,576,"351"
"survival",509,18,49,8,576,"352"
"stirring",536,27,14,8,577,"353"
"stations",438,55,86,8,579,"354"
"attacked",499,31,50,8,580,"355"
"facility",402,111,68,8,581,"356"
"admitted",481,72,33,8,586,"357"
"advanced",451,62,73,8,586,"358"
"Atlantic",462,66,58,8,586,"359"
"laughter",493,11,85,8,589,"360"
"faithful",512,14,64,8,590,"361"
"playoffs",107,115,369,8,591,"362"
"subjects",530,26,36,8,592,"363"
"Research",410,51,132,8,593,"364"
"discount",361,27,206,8,594,"365"
"balanced",499,39,57,8,595,"366"
"disagree",401,14,180,8,595,"367"
"Kentucky",274,66,257,8,597,"368"
"shipping",444,23,132,8,599,"369"
"entitled",543,17,40,8,600,"370"
"injuries",334,143,124,8,601,"371"
"register",386,50,167,8,603,"372"
"weekends",430,40,133,8,603,"373"
"sticking",511,18,75,8,604,"374"
"engaging",503,22,80,8,605,"375"
"stranger",452,13,141,8,606,"376"
"enormous",547,28,35,8,610,"377"
"southern",486,44,84,8,614,"378"
"survived",475,54,85,8,614,"379"
"resource",456,16,143,8,615,"380"
"consumer",443,82,91,8,616,"381"
"declared",519,52,47,8,618,"382"
"employee",443,92,88,8,623,"383"
"approved",398,134,92,8,624,"384"
"unlikely",543,52,29,8,624,"385"
"glorious",509,11,106,8,626,"386"
"agencies",487,103,40,8,630,"387"
"proposal",379,138,114,8,631,"388"
"achieved",539,21,72,8,632,"389"
"entering",533,40,60,8,633,"390"
"peaceful",523,20,91,8,634,"391"
"focusing",498,40,98,8,636,"392"
"Speaking",491,22,125,8,638,"393"
"Starting",267,21,353,8,641,"394"
"basement",524,28,94,8,646,"395"
"dropping",435,43,168,8,646,"396"
"homeless",368,49,229,8,646,"397"
"apparent",590,30,27,8,647,"398"
"attorney",344,237,68,8,649,"399"
"meantime",583,21,45,8,649,"400"
"Security",484,86,79,8,649,"401"
"overcome",544,27,81,8,652,"402"
"imagined",603,13,37,8,653,"403"
"versions",570,31,53,8,654,"404"
"judgment",569,46,42,8,657,"405"
"ceremony",488,63,107,8,658,"406"
"partners",484,57,124,8,665,"407"
"relaxing",444,10,211,8,665,"408"
"domestic",532,75,64,8,671,"409"
"gathered",611,45,19,8,675,"410"
"dramatic",568,52,59,8,679,"411"
"promises",552,31,96,8,679,"412"
"homemade",531,16,139,8,686,"413"
"lighting",557,43,88,8,688,"414"
"measures",584,57,47,8,688,"415"
"entrance",600,45,45,8,690,"416"
"neighbor",494,30,166,8,690,"417"
"convince",552,22,117,8,691,"418"
"generous",584,31,76,8,691,"419"
"improved",540,73,80,8,693,"420"
"electric",548,61,86,8,695,"421"
"capacity",562,56,80,8,698,"422"
"detailed",603,55,40,8,698,"423"
"websites",561,28,109,8,698,"424"
"pleasant",596,16,91,8,703,"425"
"purposes",631,30,43,8,704,"426"
"strongly",623,26,55,8,704,"427"
"graduate",447,61,203,8,711,"428"
"counting",463,22,228,8,713,"429"
"Colorado",377,138,202,8,717,"430"
"stunning",587,32,100,8,719,"431"
"internal",600,57,66,8,723,"432"
"dressing",591,32,106,8,729,"433"
"transfer",607,36,86,8,729,"434"
"patience",543,13,174,8,730,"435"
"accurate",619,26,91,8,736,"436"
"Canadian",620,38,79,8,737,"437"
"complain",475,22,240,8,737,"438"
"cupcakes",553,6,180,8,739,"439"
"document",620,40,79,8,739,"440"
"medicine",559,46,134,8,739,"441"
"dialogue",644,17,80,8,741,"442"
"soldiers",658,40,43,8,741,"443"
"announce",476,23,245,8,744,"444"
"referred",646,39,59,8,744,"445"
"disaster",609,38,99,8,746,"446"
"launched",576,77,95,8,748,"447"
"innocent",663,16,72,8,751,"448"
"platform",562,27,163,8,752,"449"
"contrast",680,42,35,8,757,"450"
"involves",647,40,70,8,757,"451"
"covering",605,30,124,8,759,"452"
"lifetime",577,46,139,8,762,"453"
"Minister",701,35,26,8,762,"454"
"calendar",537,26,202,8,765,"455"
"reaching",614,29,122,8,765,"456"
"humanity",686,12,69,8,767,"457"
"academic",588,55,125,8,768,"458"
"deserves",489,29,250,8,768,"459"
"marathon",471,29,269,8,769,"460"
"suffered",646,89,35,8,770,"461"
"affected",639,61,71,8,771,"462"
"semester",410,10,354,8,774,"463"
"Probably",445,7,325,8,777,"464"
"recovery",530,89,158,8,777,"465"
"workshop",524,17,236,8,777,"466"
"explains",654,37,87,8,778,"467"
"remained",702,70,7,8,779,"468"
"visitors",627,79,75,8,781,"469"
"swimming",610,27,145,8,782,"470"
"Virginia",520,69,195,8,784,"471"
"literary",707,21,58,8,786,"472"
"proposed",588,135,63,8,786,"473"
"existing",644,69,75,8,788,"474"
"Southern",596,87,105,8,788,"475"
"reminder",556,20,218,8,794,"476"
"selected",622,70,102,8,794,"477"
"Business",423,57,316,8,796,"478"
"Michigan",415,154,230,8,799,"479"
"sunshine",517,9,273,8,799,"480"
"episodes",593,11,196,8,800,"481"
"Director",581,76,147,8,804,"482"
"ordinary",729,18,57,8,804,"483"
"calories",582,62,164,8,808,"484"
"darkness",718,9,86,8,813,"485"
"blessing",640,12,162,8,814,"486"
"occurred",704,87,25,8,816,"487"
"sessions",544,40,240,8,824,"488"
"wondered",715,20,90,8,825,"489"
"catching",554,16,260,8,830,"490"
"extended",694,50,88,8,832,"491"
"incident",659,117,56,8,832,"492"
"bloggers",762,6,66,8,834,"493"
"attempts",727,59,50,8,836,"494"
"choosing",734,23,79,8,836,"495"
"contains",759,34,43,8,836,"496"
"directed",675,62,100,8,837,"497"
"sandwich",554,37,246,8,837,"498"
"ultimate",707,33,105,8,845,"499"
"delivery",616,39,197,8,852,"500"
"valuable",667,36,149,8,852,"501"
"thrilled",675,26,153,8,854,"502"
"policies",721,74,60,8,855,"503"
"category",733,39,84,8,856,"504"
"relevant",695,21,144,8,860,"505"
"Illinois",607,151,105,8,863,"506"
"Services",637,120,113,8,870,"507"
"supplies",746,46,80,8,872,"508"
"occasion",801,24,51,8,876,"509"
"suggests",750,68,59,8,877,"510"
"identify",756,51,71,8,878,"511"
"meetings",578,67,233,8,878,"512"
"homework",410,16,454,8,880,"513"
"download",583,16,282,8,881,"514"
"District",516,234,146,8,896,"515"
"informed",749,39,112,8,900,"516"
"presents",740,33,127,8,900,"517"
"criminal",695,124,82,8,901,"518"
"romantic",788,31,84,8,903,"519"
"opinions",759,18,138,8,915,"520"
"answered",770,46,103,8,919,"521"
"Carolina",595,106,220,8,921,"522"
"tomatoes",801,46,77,8,924,"523"
"exchange",744,59,123,8,926,"524"
"listened",672,22,232,8,926,"525"
"mountain",787,34,106,8,927,"526"
"thousand",769,19,139,8,927,"527"
"absolute",807,16,108,8,931,"528"
"replaced",785,56,92,8,933,"529"
"studying",643,33,258,8,934,"530"
"midnight",586,36,314,8,936,"531"
"analysis",729,62,150,8,941,"532"
