"word_ID","file_ID","line_ID","wordnum_ID"
3818,5,32528,34
3818,5,60065,3
3818,5,54972,16
3818,5,65263,18
3818,5,64244,81
3818,5,38022,42
3818,5,55485,5
3818,5,42437,15
3818,5,5557,23
3818,5,57669,17
3818,5,4227,11
3818,5,813,58
3818,5,37876,14
3818,5,26788,66
3818,5,38956,28
3818,5,61004,3
3818,5,44187,24
3818,5,63618,5
3818,5,58211,71
3818,5,34187,13
3818,5,11432,14
3818,5,9158,152
3818,5,50213,41
3818,5,69795,49
3818,5,13106,18
3818,5,46008,20
3818,5,66716,19
3818,5,31933,40
3818,5,2397,2
3818,5,41130,32
3818,5,9312,17
3818,5,20775,4
3818,5,72782,18
3818,5,72304,14
3818,5,17173,7
3818,5,1144,24
3818,5,33672,95
3818,5,34682,43
3818,5,26531,10
3818,5,62716,32
3818,5,28433,21
3818,5,11576,48
3818,5,70548,52
3818,5,22036,67
3818,5,70534,15
3818,5,21733,8
3818,5,53393,17
3818,5,44236,29
3818,5,51767,8
3818,5,47794,34
3818,5,50213,33
3818,5,38650,21
3818,5,22593,13
3818,5,38168,26
3818,5,37324,20
3818,5,14921,29
3818,5,59986,8
3818,5,50969,11
3818,5,57062,33
3818,5,15760,10
3818,5,63293,69
3818,5,21348,18
3818,5,8536,7
3818,5,7326,35
3818,5,16134,38
3818,5,201,16
3818,5,68952,33
3818,5,60018,35
3818,5,31700,6
3818,5,39231,7
3818,5,12217,6
3818,5,48569,63
3818,5,7167,7
3818,5,2919,55
3818,5,33964,6
3818,5,9891,23
3818,5,72645,25
3818,5,24918,58
3818,5,65129,4
3818,5,48563,21
3818,5,76578,37
3818,5,42492,45
3818,5,32142,15
3818,5,6615,9
3818,5,72514,17
3818,5,65571,43
3818,5,74432,20
3818,5,50213,47
3818,5,10239,26
3818,5,58590,26
3818,5,54018,11
3818,5,63407,5
3818,5,71214,9
3818,5,10016,2
3818,5,23438,5
3818,5,2708,4
3818,5,43217,8
3818,5,33938,27
3818,5,75292,3
3818,5,42412,28
3818,5,17759,18
3818,5,72535,25
3818,5,18690,28
3818,5,35893,10
3818,5,53540,4
3818,5,57681,28
3818,5,26851,26
3818,5,23002,36
3818,5,30640,32
3818,5,35887,10
3818,5,52708,21
3818,5,62171,14
3818,5,60647,23
3818,5,69854,40
3818,5,41632,9
3818,5,7805,11
3818,5,76831,10
3818,5,47610,22
3818,5,23690,6
3818,5,64822,15
3818,5,732,16
3818,5,63003,20
3818,5,11366,15
3818,5,35201,19
3818,5,28738,20
3818,5,71198,47
3818,5,40633,53
3818,5,16459,10
3818,5,19432,7
3818,5,69311,21
3818,5,54980,30
3818,5,45437,7
3818,5,24620,4
3818,5,17222,46
3818,5,47474,36
3818,5,76382,47
3818,5,3703,31
3818,5,16633,52
3818,5,18168,16
3818,5,60018,13
3818,5,18062,11
3818,5,11793,21
3818,5,58777,89
3818,5,30953,7
3818,5,32169,17
3818,5,2929,6
3818,5,53536,25
3818,5,61713,30
3818,5,68693,21
3818,5,69363,55
3818,5,63271,14
3818,5,18720,17
3818,5,61608,8
3818,5,59196,31
3818,5,1208,6
3818,5,60977,42
3818,5,1064,57
3818,5,49901,48
3818,5,29503,19
3818,5,59553,186
3818,5,30224,28
3818,5,13033,58
3818,5,13562,6
3818,5,27314,16
3818,5,30958,27
3818,5,39230,52
3818,5,3425,12
3818,5,73281,33
3818,5,60634,23
3818,5,19690,41
3818,5,71125,31
3818,5,28842,20
3818,5,74506,28
3818,5,1944,89
3818,5,2579,47
3818,5,11495,51
3818,5,10481,35
3818,5,58648,34
3818,5,22131,18
3818,5,61666,14
3818,5,13943,42
3818,5,13406,13
3818,5,12335,13
3818,5,39580,21
3818,5,44550,31
3818,5,74703,31
3818,5,74259,15
3818,5,21056,6
3818,5,69800,39
3818,5,36869,38
3818,5,39124,19
3818,5,7086,9
3818,5,6165,35
3818,5,26784,10
3818,5,42588,8
3818,5,15043,20
3818,5,33962,22
3818,5,55925,28
3818,5,63453,21
3818,5,13873,116
3818,5,15038,90
3818,5,37710,17
3818,5,3025,48
3818,5,54823,31
3818,5,38702,14
3818,5,15400,35
3818,5,8432,8
3818,5,41799,40
3818,5,61713,50
3818,5,50980,22
3818,5,50104,49
3818,5,36869,3
3818,5,2446,16
3818,5,37615,27
3818,5,73009,16
3818,5,42907,4
3818,5,14910,7
3818,5,59066,6
3818,5,16381,45
3818,5,52968,8
3818,5,1818,103
3818,5,12979,15
3818,5,36354,12
3818,5,71378,11
3818,5,68899,38
3818,5,28816,66
3818,5,53868,29
3818,5,3998,20
3818,5,35436,36
3818,5,49847,51
3818,5,24933,11
3818,5,43429,12
3818,5,63955,29
3818,5,58646,14
3818,5,33951,24
3818,5,2579,33
3818,5,50775,61
3382,5,1768,24
3382,5,45664,70
3382,5,73062,7
3382,5,52744,21
3382,5,59232,32
3382,5,10161,42
3382,5,40680,21
3382,5,45045,71
3382,5,44822,21
3382,5,66641,101
3382,5,39060,106
3382,5,21237,17
3382,5,2787,20
3382,5,1581,3
3382,5,62021,29
3382,5,36877,32
3382,5,70654,161
3382,5,42104,52
3382,5,63304,28
3382,5,75643,5
3382,5,30099,54
3382,5,70654,82
3382,5,58420,34
3382,5,41008,7
3361,5,31842,19
3361,5,47699,14
3361,5,11358,3
3361,5,19163,48
3361,5,35852,3
3361,5,12596,14
3361,5,7507,4
3361,5,40048,22
3361,5,32957,1
3361,5,76164,35
3361,5,26868,8
3361,5,55418,44
3361,5,49953,40
3361,5,20678,19
3361,5,4922,9
3361,5,37370,2
3361,5,19171,3
3361,5,43663,51
3361,5,44555,21
3361,5,74230,10
3361,5,17702,23
3361,5,72827,60
3361,5,64182,2
3361,5,13021,1
3361,5,63500,17
3361,5,28857,38
3361,5,22422,58
3361,5,72664,13
3361,5,17160,3
3361,5,65411,46
3361,5,49492,34
3361,5,53601,4
3361,5,5376,56
3361,5,14902,12
3361,5,71567,7
3361,5,55376,37
3361,5,63307,24
3361,5,28857,39
3361,5,3824,10
3361,5,63955,4
3361,5,55376,1
3361,5,9409,2
3361,5,38079,1
3361,5,16991,1
3320,5,57633,10
3320,5,21901,44
3320,5,22164,18
3320,5,51486,2
3320,5,15425,8
3320,5,34497,5
3320,5,11091,29
3320,5,63640,19
3320,5,72300,2
3320,5,74596,25
3320,5,54007,85
3320,5,32138,15
3320,5,63050,10
3320,5,3934,31
3320,5,52691,13
3320,5,75434,11
3320,5,1269,8
3320,5,47246,78
3320,5,51150,3
3320,5,45168,23
3320,5,49922,22
3320,5,48483,60
3320,5,33286,14
3320,5,7288,29
3320,5,32529,23
3320,5,74235,24
3320,5,51340,12
3320,5,10716,18
3320,5,27541,25
3320,5,47141,43
3320,5,516,28
3320,5,75137,27
3320,5,9955,56
3320,5,12615,38
3320,5,32884,15
3320,5,22861,2
3320,5,20774,29
3409,5,10474,12
3409,5,48920,43
3409,5,25938,5
3409,5,58203,27
3409,5,52532,47
3409,5,6134,21
3409,5,4569,37
3409,5,42671,36
3409,5,25033,120
3409,5,2118,100
3409,5,48672,6
3409,5,52672,29
3409,5,58640,58
3409,5,57769,12
3409,5,25075,35
3409,5,52418,11
3409,5,22103,4
3409,5,11960,30
3409,5,56654,4
3409,5,55357,13
3409,5,58272,48
3409,5,64763,31
3409,5,10175,8
3409,5,10249,7
3409,5,53385,38
3409,5,1807,34
3409,5,15618,33
3409,5,30413,5
3409,5,12500,16
3409,5,39202,14
3409,5,26666,9
3409,5,22677,8
3409,5,71469,7
3409,5,528,13
3409,5,54074,26
3409,5,66342,31
3409,5,67476,10
3409,5,67725,63
3409,5,65640,29
3409,5,16173,26
3409,5,19956,25
3409,5,23305,25
3409,5,6134,64
3409,5,53566,64
3409,5,39404,31
3409,5,2495,17
3409,5,19956,32
3409,5,50690,19
3409,5,47483,28
3409,5,28570,51
3409,5,7996,9
3409,5,7126,16
3381,5,59101,2
3381,5,40256,8
3381,5,69537,15
3381,5,4805,2
3381,5,65114,61
3381,5,22039,11
3381,5,45111,27
3381,5,22422,30
3381,5,33419,3
3381,5,39497,33
3381,5,52450,51
3381,5,73866,14
3381,5,28845,26
3381,5,1426,18
3381,5,15088,5
3381,5,73259,11
3381,5,58869,7
3381,5,45172,9
3381,5,30356,7
3381,5,56943,3
3381,5,44554,23
3381,5,52932,3
3381,5,43416,3
3381,5,19414,62
3381,5,66453,6
3381,5,73687,9
3381,5,40048,8
3381,5,67672,1
3381,5,27595,1
3381,5,64771,14
3381,5,71821,11
3381,5,31255,2
3381,5,59205,43
3381,5,1240,23
3381,5,38956,32
3381,5,28845,22
3381,5,114,42
3381,5,58840,2
3381,5,55827,3
3381,5,72914,117
3381,5,28845,4
3381,5,57087,38
3381,5,21925,23
3381,5,58598,5
3381,5,67460,62
3381,5,67672,17
3881,5,33017,6
3881,5,69005,36
3881,5,65032,25
3881,5,7779,39
3881,5,71152,29
3881,5,1339,58
3881,5,75601,6
3881,5,57697,9
3881,5,8714,3
3881,5,58514,15
3881,5,36851,2
3881,5,28483,3
3881,5,48149,29
3881,5,41938,54
3881,5,28524,34
3881,5,46532,20
3881,5,24573,3
3881,5,32529,22
3881,5,33929,7
3881,5,45877,16
3881,5,60560,2
3881,5,7751,21
3881,5,32512,30
3881,5,62291,102
3881,5,66402,8
3881,5,17691,14
3881,5,16455,2
3881,5,65980,18
3881,5,17651,5
3881,5,71332,14
3881,5,52669,32
3881,5,34187,29
3881,5,61609,26
3881,5,15002,24
3881,5,26579,2
3881,5,52017,45
3881,5,47186,96
3881,5,68549,53
3881,5,27196,2
3881,5,42630,22
3881,5,29950,40
3881,5,71628,3
3881,5,34022,48
3881,5,77129,41
3881,5,62716,39
3881,5,1803,23
3881,5,46123,16
3881,5,30196,40
3881,5,16706,13
3881,5,22518,3
3881,5,36552,18
3881,5,61430,31
3881,5,32208,14
3881,5,75633,55
3881,5,9159,6
3881,5,44723,14
3881,5,60828,18
3881,5,27440,2
3881,5,67895,25
3881,5,1071,28
3881,5,59883,12
3881,5,39570,93
3881,5,23178,2
3881,5,20309,3
