"word_ID","file_ID","line_ID","wordnum_ID"
80,4,311169,38
80,4,812633,43
80,4,112035,55
80,4,289067,20
80,4,730133,15
80,4,483061,24
80,4,190948,17
80,4,496460,5
80,4,153156,71
80,4,884484,21
80,4,761816,58
80,4,803859,24
80,4,858692,68
80,4,214619,23
80,4,265863,111
80,4,693020,20
80,4,612818,20
80,4,508108,38
80,4,740873,47
80,4,706893,53
80,4,578583,99
80,4,119522,74
80,4,80284,21
80,4,437732,123
80,4,268661,124
80,4,575388,67
80,4,102517,45
80,4,718928,101
80,4,305265,53
80,4,383437,37
80,4,742546,3
80,4,293758,12
80,4,769370,27
80,4,7406,48
80,4,714943,5
80,4,187864,4
80,4,421171,22
80,4,421171,5
80,4,567414,13
80,4,550200,19
80,4,276953,46
80,4,484378,63
80,4,302197,24
80,4,180052,112
80,4,302488,58
80,4,478581,48
80,4,255655,14
80,4,697622,49
80,4,494852,110
80,4,683333,5
80,4,421171,26
80,4,421171,13
80,4,633726,16
80,4,706893,94
80,4,576748,29
80,4,793085,101
80,4,749364,20
80,4,831323,38
80,4,466451,26
80,4,169561,44
80,4,258179,103
80,4,109326,7
80,4,623330,27
80,4,144333,275
80,4,144102,11
80,4,486237,153
80,4,388584,9
80,4,859546,2
80,4,569981,10
80,4,829067,11
80,4,621796,68
80,4,616,51
80,4,706893,73
80,4,714918,24
80,4,751774,9
80,4,870627,11
80,4,781996,29
80,4,517792,26
80,4,129780,175
80,4,690299,23
80,4,756626,218
80,4,161742,22
80,4,381354,10
80,4,299718,190
80,4,528207,44
80,4,531624,70
80,4,605245,96
80,4,760012,190
80,4,526122,16
80,4,327605,23
80,4,626192,33
80,4,224070,112
80,4,884326,20
80,4,56982,78
80,4,33457,16
80,4,283762,16
80,4,170786,67
80,4,89960,238
80,4,508267,4
80,4,452264,61
80,4,717873,87
80,4,248480,80
80,4,790154,22
80,4,122613,17
80,4,5289,9
80,4,160452,16
80,4,624093,43
80,4,49133,11
80,4,820119,87
80,4,470382,54
80,4,614679,23
80,4,647051,71
80,4,64468,3
80,4,214619,9
80,4,330666,17
80,4,269505,111
80,4,57065,5
80,4,29376,46
80,4,24578,47
80,4,838915,34
80,4,866513,26
80,4,674582,49
80,4,715631,24
80,4,389837,34
80,4,403284,68
80,4,232478,36
80,4,727675,49
80,4,542785,106
80,4,507622,53
80,4,580496,13
80,4,284386,41
80,4,803146,41
80,4,399576,35
80,4,572176,13
80,4,384077,130
80,4,90584,58
80,4,548766,13
80,4,181295,34
80,4,276216,13
80,4,177697,206
80,4,504924,126
80,4,643277,74
80,4,217846,43
80,4,677942,9
80,4,826268,12
80,4,389837,13
80,4,808920,50
80,4,722787,88
80,4,21625,14
80,4,547141,25
80,4,7449,64
80,4,103999,31
80,4,294982,76
80,4,889913,15
80,4,160452,9
80,4,104684,35
80,4,173153,107
80,4,221655,121
80,4,63556,42
80,4,682594,95
80,4,840036,66
80,4,41975,68
80,4,47897,19
80,4,28438,33
80,4,384611,146
80,4,358885,94
80,4,142239,104
80,4,829698,36
80,4,80729,6
80,4,199797,118
80,4,761141,86
80,4,578638,63
80,4,131567,53
80,4,284807,37
80,4,455894,110
80,4,882259,75
80,4,585597,10
80,4,158818,19
80,4,308152,32
80,4,336628,3
80,4,755605,21
80,4,299572,59
80,4,836575,178
80,4,691504,41
80,4,808330,9
80,4,521470,46
80,4,643833,4
80,4,467737,14
80,4,483061,66
80,4,777386,23
80,4,710529,32
80,4,508728,9
80,4,448978,95
80,4,897258,10
80,4,85030,119
80,4,434157,35
80,4,265875,26
80,4,808732,108
80,4,204207,65
80,4,55446,30
80,4,256026,21
80,4,538832,19
80,4,808729,85
80,4,4155,57
80,4,52595,98
80,4,396595,153
80,4,128420,56
80,4,49171,10
80,4,869872,3
80,4,314254,104
80,4,51103,9
80,4,834421,28
80,4,148162,30
80,4,605614,10
80,4,884488,3
80,4,521504,48
80,4,131628,46
80,4,45978,98
80,4,282459,80
80,4,97364,55
80,4,210760,9
80,4,791315,7
80,4,353471,23
80,4,513645,9
80,4,452617,119
80,4,874170,289
80,4,834430,29
80,4,244008,13
80,4,873612,204
80,4,84200,40
80,4,557334,39
80,4,577465,16
80,4,280690,34
80,4,812542,182
80,4,161396,37
80,4,826280,29
80,4,412707,68
80,4,149613,41
80,4,52846,73
80,4,466861,22
80,4,659178,10
80,4,581588,114
80,4,428911,50
80,4,467737,22
80,4,162264,25
80,4,334904,18
80,4,261074,19
80,4,448766,373
80,4,306792,29
80,4,483034,57
80,4,184976,63
80,4,849431,33
80,4,353065,25
80,4,438025,32
80,4,293333,11
80,4,14653,77
80,4,643277,13
80,4,74295,27
80,4,19556,6
80,4,555317,5
80,4,560174,88
80,4,255011,62
80,4,664422,41
80,4,829286,44
80,4,872046,37
80,4,847460,4
80,4,91055,17
80,4,537122,18
80,4,198013,71
80,4,310073,78
80,4,898234,23
80,4,340603,42
80,4,419936,36
80,4,244639,41
80,4,608978,65
80,4,136202,64
80,4,170791,6
80,4,412053,15
80,4,10225,47
29,4,387394,64
29,4,595259,21
29,4,808923,21
29,4,870128,30
29,4,62847,98
29,4,252143,52
29,4,349849,70
29,4,856881,27
29,4,204256,47
29,4,84203,32
29,4,309068,71
29,4,293670,118
29,4,304137,38
29,4,187377,8
29,4,189829,39
29,4,899036,133
29,4,433188,14
29,4,140855,34
29,4,510667,31
29,4,549075,108
29,4,346703,14
29,4,443827,164
29,4,220463,31
29,4,732615,59
29,4,551662,15
29,4,767275,87
29,4,131576,33
29,4,117618,338
29,4,539824,34
29,4,77085,33
29,4,889874,40
29,4,522571,55
29,4,753305,47
29,4,274583,116
29,4,847244,31
29,4,612082,52
29,4,242935,35
29,4,225192,186
29,4,750831,55
29,4,870172,75
29,4,24462,25
29,4,359147,4
29,4,20632,42
29,4,25680,181
29,4,548717,19
