"word_ID","file_ID","line_ID","wordnum_ID"
80,6,182204,26
80,6,154003,14
80,6,33078,14
80,6,150764,8
80,6,1051,4
80,6,242809,15
29,6,235415,7
29,6,254287,2
29,6,164717,17
29,6,211866,17
29,6,189821,11
29,6,133480,16
29,6,156856,14
29,6,228655,4
29,6,33312,2
280,6,223259,17
280,6,225368,10
280,6,199119,3
280,6,195004,13
280,6,125625,10
280,6,135798,18
280,6,130611,18
280,6,137947,11
280,6,44709,18
280,6,50726,12
280,6,31143,13
280,6,152474,15
280,6,237846,6
280,6,242215,4
280,6,169452,21
280,6,240760,13
280,6,258178,14
280,6,97506,7
280,6,156241,3
280,6,154061,19
280,6,31143,8
280,6,119710,16
235,6,178222,5
235,6,109008,14
235,6,190854,1
235,6,119514,1
235,6,174388,9
235,6,202122,1
235,6,195024,1
235,6,237873,1
235,6,228484,1
235,6,62644,1
235,6,23502,2
235,6,130290,1
235,6,187546,1
235,6,20,2
235,6,33307,1
235,6,63089,7
235,6,157996,1
235,6,42922,1
235,6,122025,1
235,6,94386,1
235,6,26777,1
235,6,58746,1
235,6,92915,1
235,6,32944,12
235,6,122358,1
235,6,116839,8
212,6,110544,25
212,6,44850,22
212,6,115481,9
212,6,252902,10
212,6,11914,4
212,6,78810,23
212,6,121371,13
212,6,4365,2
212,6,22211,11
212,6,25260,26
212,6,96467,20
212,6,123313,20
212,6,100585,13
212,6,25260,16
212,6,145938,8
212,6,236356,16
212,6,99101,16
212,6,206912,19
212,6,170275,15
200,6,108065,9
200,6,75844,9
200,6,139609,10
200,6,248348,10
200,6,195123,9
200,6,186638,21
200,6,155088,12
200,6,150787,16
200,6,18121,16
200,6,35116,2
200,6,170840,6
200,6,177844,14
200,6,111389,8
200,6,225068,4
200,6,150622,6
200,6,215789,8
200,6,125376,15
200,6,184443,7
200,6,191575,6
200,6,232070,4
200,6,3268,8
281,6,107935,2
281,6,100400,5
281,6,235434,8
281,6,169346,6
281,6,121921,17
281,6,44782,7
281,6,201458,10
281,6,188647,4
281,6,252872,2
281,6,253968,3
281,6,138372,7
281,6,79400,14
281,6,244672,15
281,6,161879,10
281,6,29859,2
281,6,209544,8
281,6,24769,21
281,6,149932,5
281,6,145942,21
281,6,4651,13
281,6,129638,2
281,6,142856,7
281,6,206866,3
281,6,202145,8
281,6,121919,2
281,6,222267,3
281,6,46415,7
281,6,250044,9
281,6,45745,9
281,6,119265,12
281,6,65053,15
281,6,117062,26
281,6,154819,9
281,6,222846,15
281,6,45895,14
281,6,206268,10
281,6,2122,4
281,6,145692,9
281,6,217012,2
